,word,occurrences,percentile,pinyin,definition,back
6377,小孩,2116,0.989521841794569,xiǎohái,child<br/>CL:個|个[ge4],<b>xiǎohái</b><br/>child<br/>CL:個|个[ge4]
2634,认为,2112,0.9895113003879238,rènwèi,to believe<br/>to think<br/>to consider<br/>to feel,<b>rènwèi</b><br/>to believe<br/>to think<br/>to consider<br/>to feel
2146,茶,2110,0.9895007589812784,chá,"tea<br/>tea plant<br/>CL:杯[bei1],壺|壶[hu2]","<b>chá</b><br/>tea<br/>tea plant<br/>CL:杯[bei1],壺|壶[hu2]"
1785,深,2105,0.9894902175746332,shēn,deep<br/>depth<br/>deeply<br/>(of a color) dark<br/>deep<br/>rich,<b>shēn</b><br/>deep<br/>depth<br/>deeply<br/>(of a color) dark<br/>deep<br/>rich
4349,演,2102,0.9894796761679878,yǎn,to develop<br/>to evolve<br/>to practice<br/>to perform<br/>to play<br/>to act,<b>yǎn</b><br/>to develop<br/>to evolve<br/>to practice<br/>to perform<br/>to play<br/>to act
15,运动,2101,0.9894691347613426,yùndòng,to move<br/>to exercise<br/>sports<br/>exercise<br/>motion<br/>movement<br/>campaign<br/>CL:場|场[chang3],<b>yùndòng</b><br/>to move<br/>to exercise<br/>sports<br/>exercise<br/>motion<br/>movement<br/>campaign<br/>CL:場|场[chang3]
2907,杭州,2099,0.9894585933546972,hángzhōu,Hangzhou subprovincial city and capital of Zhejiang province in southeast China,<b>hángzhōu</b><br/>Hangzhou subprovincial city and capital of Zhejiang province in southeast China
7262,路上,2097,0.989448051948052,lùshàng,on the road<br/>on a journey<br/>road surface,<b>lùshàng</b><br/>on the road<br/>on a journey<br/>road surface
1861,门,2092,0.989432239838084,mén,"gate<br/>door<br/>CL:扇[shan4]<br/>gateway<br/>doorway<br/>CL:個|个[ge4]<br/>opening<br/>valve<br/>switch<br/>way to do something<br/>knack<br/>family<br/>house<br/>(religious) sect<br/>school (of thought)<br/>class<br/>category<br/>phylum or division (taxonomy)<br/>classifier for large guns<br/>classifier for lessons, subjects, branches of technology<br/>(suffix) -gate (i.e. scandal; derived from Watergate)","<b>mén</b><br/>gate<br/>door<br/>CL:扇[shan4]<br/>gateway<br/>doorway<br/>CL:個|个[ge4]<br/>opening<br/>valve<br/>switch<br/>way to do something<br/>knack<br/>family<br/>house<br/>(religious) sect<br/>school (of thought)<br/>class<br/>category<br/>phylum or division (taxonomy)<br/>classifier for large guns<br/>classifier for lessons, subjects, branches of technology<br/>(suffix) -gate (i.e. scandal; derived from Watergate)"
1911,想想,2092,0.989432239838084,xiǎngxiǎng,,<b>xiǎngxiǎng</b><br/>
2735,咖啡,2088,0.989416427728116,kāfēi,coffee (loanword)<br/>CL:杯[bei1],<b>kāfēi</b><br/>coffee (loanword)<br/>CL:杯[bei1]
2207,所谓,2085,0.9894058863214708,suǒwèi,so-called<br/>what is called,<b>suǒwèi</b><br/>so-called<br/>what is called
4417,灰,2083,0.9893953449148254,hūi,ash<br/>dust<br/>lime<br/>gray<br/>discouraged<br/>dejected,<b>hūi</b><br/>ash<br/>dust<br/>lime<br/>gray<br/>discouraged<br/>dejected
4685,招,2081,0.9893848035081801,zhāo,to recruit<br/>to provoke<br/>to beckon<br/>to incur<br/>to infect<br/>contagious<br/>a move (chess)<br/>a maneuver<br/>device<br/>trick<br/>to confess,<b>zhāo</b><br/>to recruit<br/>to provoke<br/>to beckon<br/>to incur<br/>to infect<br/>contagious<br/>a move (chess)<br/>a maneuver<br/>device<br/>trick<br/>to confess
369,区,2080,0.9893742621015348,qū,area<br/>region<br/>district<br/>small<br/>distinguish<br/>CL:個|个[ge4],<b>qū</b><br/>area<br/>region<br/>district<br/>small<br/>distinguish<br/>CL:個|个[ge4]
1890,床,2065,0.9893637206948895,chuáng,variant of 床[chuang2],<b>chuáng</b><br/>variant of 床[chuang2]
4441,放假,2064,0.9893531792882442,fàngjiǎ,to have a holiday or vacation,<b>fàngjiǎ</b><br/>to have a holiday or vacation
2565,准,2063,0.9893426378815989,zhǔn,"accurate<br/>standard<br/>definitely<br/>certainly<br/>about to become (bride, son-in-law etc)<br/>quasi-<br/>para-","<b>zhǔn</b><br/>accurate<br/>standard<br/>definitely<br/>certainly<br/>about to become (bride, son-in-law etc)<br/>quasi-<br/>para-"
955,不让,2061,0.9893320964749536,bùràng,,<b>bùràng</b><br/>
2739,提前,2060,0.9893215550683083,tíqián,to shift to an earlier date<br/>to do sth ahead of time<br/>in advance,<b>tíqián</b><br/>to shift to an earlier date<br/>to do sth ahead of time<br/>in advance
951,往,2057,0.9893057429583404,wǎng,old variant of 往[wang3],<b>wǎng</b><br/>old variant of 往[wang3]
1148,失眠,2057,0.9893057429583404,shīmián,to suffer from insomnia,<b>shīmián</b><br/>to suffer from insomnia
1672,报名,2055,0.9892899308483724,bàomíng,to sign up<br/>to enter one's name<br/>to apply<br/>to register<br/>to enroll<br/>to enlist,<b>bàomíng</b><br/>to sign up<br/>to enter one's name<br/>to apply<br/>to register<br/>to enroll<br/>to enlist
5701,影响,2051,0.9892741187384044,yǐngxiǎng,influence<br/>effect<br/>to influence<br/>to affect (usually adversely)<br/>to disturb<br/>CL:股[gu3],<b>yǐngxiǎng</b><br/>influence<br/>effect<br/>to influence<br/>to affect (usually adversely)<br/>to disturb<br/>CL:股[gu3]
388,听到,2051,0.9892741187384044,tīngdào,to hear,<b>tīngdào</b><br/>to hear
4442,出门,2050,0.9892583066284365,chūmén,to go out<br/>to leave home<br/>to go on a journey<br/>away from home<br/>(of a woman) to get married,<b>chūmén</b><br/>to go out<br/>to leave home<br/>to go on a journey<br/>away from home<br/>(of a woman) to get married
258,放心,2049,0.9892477652217911,fàngxīn,to feel relieved<br/>to feel reassured<br/>to be at ease,<b>fàngxīn</b><br/>to feel relieved<br/>to feel reassured<br/>to be at ease
1902,银,2047,0.9892372238151459,yín,silver<br/>silver-colored<br/>relating to money or currency,<b>yín</b><br/>silver<br/>silver-colored<br/>relating to money or currency
877,奔,2043,0.9892266824085005,bēn,variant of 奔[ben1]<br/>variant of 奔[ben4],<b>bēn</b><br/>variant of 奔[ben1]<br/>variant of 奔[ben4]
427,也许,2042,0.9892161410018553,yěxǔ,perhaps<br/>maybe,<b>yěxǔ</b><br/>perhaps<br/>maybe
1844,客气,2041,0.9892003288918874,kèqì,polite<br/>courteous<br/>formal<br/>modest,<b>kèqì</b><br/>polite<br/>courteous<br/>formal<br/>modest
4923,命,2041,0.9892003288918874,mìng,"life<br/>fate<br/>order or command<br/>to assign a name, title etc","<b>mìng</b><br/>life<br/>fate<br/>order or command<br/>to assign a name, title etc"
4019,网,2040,0.9891845167819194,wǎng,net<br/>network,<b>wǎng</b><br/>net<br/>network
1884,嘴,2036,0.9891739753752741,zǔi,"mouth<br/>beak<br/>nozzle<br/>spout (of teapot etc)<br/>CL:張|张[zhang1],個|个[ge4]","<b>zǔi</b><br/>mouth<br/>beak<br/>nozzle<br/>spout (of teapot etc)<br/>CL:張|张[zhang1],個|个[ge4]"
1216,鞋,2034,0.9891634339686288,xié,variant of 鞋[xie2],<b>xié</b><br/>variant of 鞋[xie2]
176,身边,2031,0.9891528925619835,shēnbiān,at one's side<br/>on hand,<b>shēnbiān</b><br/>at one's side<br/>on hand
2080,旅游,2029,0.9891370804520155,lv̌yóu,trip<br/>journey<br/>tourism<br/>travel<br/>tour<br/>to travel,<b>lv̌yóu</b><br/>trip<br/>journey<br/>tourism<br/>travel<br/>tour<br/>to travel
1089,回忆,2029,0.9891370804520155,húiyì,to recall<br/>memories<br/>CL:個|个[ge4],<b>húiyì</b><br/>to recall<br/>memories<br/>CL:個|个[ge4]
1650,兴趣,2028,0.9891159976387249,xīngqù,interest (desire to know about sth)<br/>interest (thing in which one is interested)<br/>hobby<br/>CL:個|个[ge4],<b>xīngqù</b><br/>interest (desire to know about sth)<br/>interest (thing in which one is interested)<br/>hobby<br/>CL:個|个[ge4]
2915,不住,2028,0.9891159976387249,bùzhù,"repeatedly<br/>continuously<br/>constantly<br/>unable to (resist, conceal etc)","<b>bùzhù</b><br/>repeatedly<br/>continuously<br/>constantly<br/>unable to (resist, conceal etc)"
2608,艺术,2026,0.989100185528757,yìzhú,art,<b>yìzhú</b><br/>art
4964,阿姨,2025,0.989084373418789,āyí,maternal aunt<br/>step-mother<br/>childcare worker<br/>nursemaid<br/>woman of similar age to one's parents (term of address used by child)<br/>CL:個|个[ge4],<b>āyí</b><br/>maternal aunt<br/>step-mother<br/>childcare worker<br/>nursemaid<br/>woman of similar age to one's parents (term of address used by child)<br/>CL:個|个[ge4]
1744,抱,2025,0.989084373418789,bào,to hold<br/>to carry (in one's arms)<br/>to hug<br/>to embrace<br/>to surround<br/>to cherish,<b>bào</b><br/>to hold<br/>to carry (in one's arms)<br/>to hug<br/>to embrace<br/>to surround<br/>to cherish
412,接受,2023,0.9890632906054984,jiēshòu,to accept<br/>to receive,<b>jiēshòu</b><br/>to accept<br/>to receive
2940,素质,2023,0.9890632906054984,sùzhí,inner quality<br/>basic essence,<b>sùzhí</b><br/>inner quality<br/>basic essence
146,味,2022,0.9890422077922078,wèi,taste<br/>smell<br/>classifier for drugs (in TCM),<b>wèi</b><br/>taste<br/>smell<br/>classifier for drugs (in TCM)
3071,家伙,2022,0.9890422077922078,jiāhuǒ,"household dish, implement or furniture<br/>domestic animal<br/>(coll.) guy<br/>chap<br/>weapon","<b>jiāhuǒ</b><br/>household dish, implement or furniture<br/>domestic animal<br/>(coll.) guy<br/>chap<br/>weapon"
2989,自然,2020,0.9890263956822398,zìrán,nature<br/>natural<br/>naturally,<b>zìrán</b><br/>nature<br/>natural<br/>naturally
670,安排,2019,0.9890158542755946,ānpái,to arrange<br/>to plan<br/>to set up<br/>arrangements<br/>plans,<b>ānpái</b><br/>to arrange<br/>to plan<br/>to set up<br/>arrangements<br/>plans
1355,克,2018,0.988994771462304,kè,variant of 剋|克[ke4],<b>kè</b><br/>variant of 剋|克[ke4]
514,哎哟,2018,0.988994771462304,āiyo,hey<br/>ow<br/>ouch<br/>interjection of pain or surprise,<b>āiyo</b><br/>hey<br/>ow<br/>ouch<br/>interjection of pain or surprise
3357,乐,2018,0.988994771462304,lè,music,<b>lè</b><br/>music
635,证,2017,0.9889736886490134,zhèng,certificate<br/>proof<br/>to prove<br/>to demonstrate<br/>to confirm<br/>variant of 症[zheng4],<b>zhèng</b><br/>certificate<br/>proof<br/>to prove<br/>to demonstrate<br/>to confirm<br/>variant of 症[zheng4]
1052,城市,2013,0.9889578765390453,chéngshì,city<br/>town<br/>CL:座[zuo4],<b>chéngshì</b><br/>city<br/>town<br/>CL:座[zuo4]
2261,童鞋,2013,0.9889578765390453,tóngxié,,<b>tóngxié</b><br/>
1100,她们,2009,0.9889420644290774,tāmen,they<br/>them (for females),<b>tāmen</b><br/>they<br/>them (for females)
756,刚才,2006,0.9889315230224321,gāngcái,(just) a moment ago,<b>gāngcái</b><br/>(just) a moment ago
627,主,2003,0.9889209816157868,zhǔ,owner<br/>master<br/>host<br/>individual or party concerned<br/>God<br/>Lord<br/>main<br/>to indicate or signify<br/>trump card (in card games),<b>zhǔ</b><br/>owner<br/>master<br/>host<br/>individual or party concerned<br/>God<br/>Lord<br/>main<br/>to indicate or signify<br/>trump card (in card games)
869,解,2002,0.9889104402091415,jiě,acrobatic display (esp. on horseback) (old)<br/>variant of 懈[xie4] and 邂[xie4] (old),<b>jiě</b><br/>acrobatic display (esp. on horseback) (old)<br/>variant of 懈[xie4] and 邂[xie4] (old)
151,游戏,2000,0.9888998988024962,yóuxì,game<br/>CL:場|场[chang3]<br/>to play,<b>yóuxì</b><br/>game<br/>CL:場|场[chang3]<br/>to play
1623,苹果,1999,0.9888893573958509,píngguǒ,"apple<br/>CL:個|个[ge4],顆|颗[ke1]","<b>píngguǒ</b><br/>apple<br/>CL:個|个[ge4],顆|颗[ke1]"
3240,风,1998,0.9888735452858829,fēng,"wind<br/>news<br/>style<br/>custom<br/>manner<br/>CL:陣|阵[zhen4],絲|丝[si1]","<b>fēng</b><br/>wind<br/>news<br/>style<br/>custom<br/>manner<br/>CL:陣|阵[zhen4],絲|丝[si1]"
2877,传说,1998,0.9888735452858829,chuánshuō,legend<br/>folklore<br/>to repeat from mouth to mouth<br/>they say that...,<b>chuánshuō</b><br/>legend<br/>folklore<br/>to repeat from mouth to mouth<br/>they say that...
5277,动,1997,0.9888524624725924,dòng,"(of sth) to move<br/>to set in movement<br/>to displace<br/>to touch<br/>to make use of<br/>to stir (emotions)<br/>to alter<br/>abbr. for 動詞|动词[dong4 ci2], verb","<b>dòng</b><br/>(of sth) to move<br/>to set in movement<br/>to displace<br/>to touch<br/>to make use of<br/>to stir (emotions)<br/>to alter<br/>abbr. for 動詞|动词[dong4 ci2], verb"
4197,胖子,1997,0.9888524624725924,pàngzǐ,fat person<br/>fatty,<b>pàngzǐ</b><br/>fat person<br/>fatty
2653,毕业,1993,0.9888366503626244,bìyè,graduation<br/>to graduate<br/>to finish school,<b>bìyè</b><br/>graduation<br/>to graduate<br/>to finish school
4854,通知,1992,0.9888261089559791,tōngzhī,to notify<br/>to inform<br/>notice<br/>notification<br/>CL:個|个[ge4],<b>tōngzhī</b><br/>to notify<br/>to inform<br/>notice<br/>notification<br/>CL:個|个[ge4]
3381,享受,1991,0.9888155675493338,xiǎngshòu,to enjoy<br/>to live it up<br/>pleasure<br/>CL:種|种[zhong3],<b>xiǎngshòu</b><br/>to enjoy<br/>to live it up<br/>pleasure<br/>CL:種|种[zhong3]
3954,这边,1984,0.9887997554393658,zhèbiān,this side<br/>here,<b>zhèbiān</b><br/>this side<br/>here
2049,补,1984,0.9887997554393658,bǔ,to repair<br/>to patch<br/>to mend<br/>to make up for<br/>to fill (a vacancy)<br/>to supplement,<b>bǔ</b><br/>to repair<br/>to patch<br/>to mend<br/>to make up for<br/>to fill (a vacancy)<br/>to supplement
752,野,1981,0.9887839433293979,yě,field<br/>plain<br/>open space<br/>limit<br/>boundary<br/>rude<br/>feral,<b>yě</b><br/>field<br/>plain<br/>open space<br/>limit<br/>boundary<br/>rude<br/>feral
3177,结束,1979,0.9887734019227525,jiéshù,termination<br/>to finish<br/>to end<br/>to conclude<br/>to close,<b>jiéshù</b><br/>termination<br/>to finish<br/>to end<br/>to conclude<br/>to close
795,懂得,1978,0.9887628605161073,dǒngdé,to understand<br/>to know<br/>to comprehend,<b>dǒngdé</b><br/>to understand<br/>to know<br/>to comprehend
1481,搞笑,1971,0.9887523191094619,gǎoxiào,funny<br/>hilarious,<b>gǎoxiào</b><br/>funny<br/>hilarious
2009,赢,1969,0.9887417777028167,yíng,to beat<br/>to win<br/>to profit,<b>yíng</b><br/>to beat<br/>to win<br/>to profit
2181,垃圾,1966,0.9887312362961713,lājí,trash<br/>refuse<br/>garbage<br/>(coll.) of poor quality<br/>Taiwan pr. [le4 se4],<b>lājí</b><br/>trash<br/>refuse<br/>garbage<br/>(coll.) of poor quality<br/>Taiwan pr. [le4 se4]
3334,型,1965,0.9887206948895261,xíng,mold<br/>type<br/>style<br/>model,<b>xíng</b><br/>mold<br/>type<br/>style<br/>model
2441,双,1964,0.9887101534828807,shuāng,two<br/>double<br/>pair<br/>both<br/>even (number),<b>shuāng</b><br/>two<br/>double<br/>pair<br/>both<br/>even (number)
4633,冒,1963,0.9886996120762355,mào,"to emit<br/>to give off<br/>to send out (or up, forth)<br/>to brave<br/>to face<br/>reckless<br/>to falsely adopt (sb's identity etc)<br/>to feign<br/>(literary) to cover","<b>mào</b><br/>to emit<br/>to give off<br/>to send out (or up, forth)<br/>to brave<br/>to face<br/>reckless<br/>to falsely adopt (sb's identity etc)<br/>to feign<br/>(literary) to cover"
4509,配,1961,0.9886890706695901,pèi,to join<br/>to fit<br/>to mate<br/>to mix<br/>to match<br/>to deserve<br/>to make up (a prescription)<br/>to allocate,<b>pèi</b><br/>to join<br/>to fit<br/>to mate<br/>to mix<br/>to match<br/>to deserve<br/>to make up (a prescription)<br/>to allocate
1659,外面,1960,0.9886785292629449,wàimiàn,outside,<b>wàimiàn</b><br/>outside
1208,破,1958,0.9886679878562995,pò,"broken<br/>damaged<br/>worn out<br/>lousy<br/>rotten<br/>to break, split or cleave<br/>to get rid of<br/>to destroy<br/>to break with<br/>to defeat<br/>to capture (a city etc)<br/>to expose the truth of","<b>pò</b><br/>broken<br/>damaged<br/>worn out<br/>lousy<br/>rotten<br/>to break, split or cleave<br/>to get rid of<br/>to destroy<br/>to break with<br/>to defeat<br/>to capture (a city etc)<br/>to expose the truth of"
6190,确定,1955,0.9886574464496543,quèdìng,definite<br/>certain<br/>fixed<br/>to fix (on sth)<br/>to determine<br/>to be sure<br/>to ensure<br/>to make certain<br/>to ascertain<br/>to clinch<br/>to recognize<br/>to confirm<br/>OK (on computer dialog box),<b>quèdìng</b><br/>definite<br/>certain<br/>fixed<br/>to fix (on sth)<br/>to determine<br/>to be sure<br/>to ensure<br/>to make certain<br/>to ascertain<br/>to clinch<br/>to recognize<br/>to confirm<br/>OK (on computer dialog box)
848,读,1954,0.9886469050430089,dú,"to read<br/>to study<br/>reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]","<b>dú</b><br/>to read<br/>to study<br/>reading of word (i.e. pronunciation), similar to 拼音[pin1 yin1]"
1552,医院,1953,0.9886363636363636,yìyuàn,"hospital<br/>CL:所[suo3],家[jia1],座[zuo4]","<b>yìyuàn</b><br/>hospital<br/>CL:所[suo3],家[jia1],座[zuo4]"
1105,好几,1949,0.9886258222297183,hǎojī,several<br/>quite a few,<b>hǎojī</b><br/>several<br/>quite a few
2946,西,1948,0.988615280823073,xī,west,<b>xī</b><br/>west
4002,设计,1934,0.9886047394164277,shèjì,plan<br/>design<br/>to design<br/>to plan<br/>CL:個|个[ge4],<b>shèjì</b><br/>plan<br/>design<br/>to design<br/>to plan<br/>CL:個|个[ge4]
1966,无法,1933,0.9885941980097824,wúfǎ,unable<br/>incapable,<b>wúfǎ</b><br/>unable<br/>incapable
4049,锅,1932,0.9885783858998145,guō,"pot<br/>pan<br/>boiler<br/>CL:口[kou3],隻|只[zhi1]","<b>guō</b><br/>pot<br/>pan<br/>boiler<br/>CL:口[kou3],隻|只[zhi1]"
2037,担心,1932,0.9885783858998145,dànxīn,anxious<br/>worried<br/>uneasy<br/>to worry<br/>to be anxious,<b>dànxīn</b><br/>anxious<br/>worried<br/>uneasy<br/>to worry<br/>to be anxious
3534,提,1929,0.9885625737898465,tí,to carry (hanging down from the hand)<br/>to lift<br/>to put forward<br/>to mention<br/>to raise (an issue)<br/>upwards character stroke<br/>lifting brush stroke (in painting)<br/>scoop for measuring liquid,<b>tí</b><br/>to carry (hanging down from the hand)<br/>to lift<br/>to put forward<br/>to mention<br/>to raise (an issue)<br/>upwards character stroke<br/>lifting brush stroke (in painting)<br/>scoop for measuring liquid
378,报,1928,0.9885520323832012,bào,"to announce<br/>to inform<br/>report<br/>newspaper<br/>recompense<br/>revenge<br/>CL:份[fen4],張|张[zhang1]","<b>bào</b><br/>to announce<br/>to inform<br/>report<br/>newspaper<br/>recompense<br/>revenge<br/>CL:份[fen4],張|张[zhang1]"
1749,惹,1927,0.9885414909765559,rě,to provoke<br/>to irritate<br/>to vex<br/>to stir up<br/>to anger<br/>to attract (troubles)<br/>to cause (problems),<b>rě</b><br/>to provoke<br/>to irritate<br/>to vex<br/>to stir up<br/>to anger<br/>to attract (troubles)<br/>to cause (problems)
1333,喽,1921,0.9885309495699106,lou,"(final particle equivalent to 了[le5])<br/>(particle calling attention to, or mildly warning of, a situation)","<b>lou</b><br/>(final particle equivalent to 了[le5])<br/>(particle calling attention to, or mildly warning of, a situation)"
7137,分钟,1920,0.98850986675662,fēnzhōng,minute,<b>fēnzhōng</b><br/>minute
1708,笨,1920,0.98850986675662,bèn,stupid<br/>foolish<br/>silly<br/>slow-witted<br/>clumsy,<b>bèn</b><br/>stupid<br/>foolish<br/>silly<br/>slow-witted<br/>clumsy
1044,先生,1920,0.98850986675662,xiānshēng,teacher<br/>husband<br/>doctor (dialect)<br/>CL:位[wei4],<b>xiānshēng</b><br/>teacher<br/>husband<br/>doctor (dialect)<br/>CL:位[wei4]
1910,发生,1914,0.9884887839433294,fāshēng,to happen<br/>to occur<br/>to take place<br/>to break out,<b>fāshēng</b><br/>to happen<br/>to occur<br/>to take place<br/>to break out
2593,视频,1912,0.9884782425366841,shìpín,video,<b>shìpín</b><br/>video
2740,声,1911,0.9884677011300388,shēng,sound<br/>voice<br/>tone<br/>noise<br/>classifier for sounds,<b>shēng</b><br/>sound<br/>voice<br/>tone<br/>noise<br/>classifier for sounds
2157,香港,1909,0.9884518890200709,xiānggǎng,Hong Kong,<b>xiānggǎng</b><br/>Hong Kong
3218,素,1909,0.9884518890200709,sù,"raw silk<br/>white<br/>plain, unadorned<br/>vegetarian (food)<br/>essence<br/>nature<br/>element<br/>constituent<br/>usually<br/>always<br/>ever","<b>sù</b><br/>raw silk<br/>white<br/>plain, unadorned<br/>vegetarian (food)<br/>essence<br/>nature<br/>element<br/>constituent<br/>usually<br/>always<br/>ever"
4089,刘,1908,0.9884360769101029,líu,surname Liu,<b>líu</b><br/>surname Liu
52,药,1907,0.9884255355034576,yào,"medicine<br/>drug<br/>substance used for a specific purpose (e.g. poisoning, explosion, fermenting)<br/>CL:種|种[zhong3],服[fu4],味[wei4]<br/>to poison","<b>yào</b><br/>medicine<br/>drug<br/>substance used for a specific purpose (e.g. poisoning, explosion, fermenting)<br/>CL:種|种[zhong3],服[fu4],味[wei4]<br/>to poison"
2592,麻烦,1906,0.9884149940968123,máfán,inconvenient<br/>troublesome<br/>annoying<br/>to trouble or bother sb<br/>to put sb to trouble,<b>máfán</b><br/>inconvenient<br/>troublesome<br/>annoying<br/>to trouble or bother sb<br/>to put sb to trouble
7190,数,1903,0.988404452690167,shù,frequently<br/>repeatedly,<b>shù</b><br/>frequently<br/>repeatedly
2553,下班,1898,0.988388640580199,xiàbān,to finish work<br/>to get off work,<b>xiàbān</b><br/>to finish work<br/>to get off work
3636,大概,1898,0.988388640580199,dàgài,roughly<br/>probably<br/>rough<br/>approximate<br/>about<br/>general idea,<b>dàgài</b><br/>roughly<br/>probably<br/>rough<br/>approximate<br/>about<br/>general idea
349,咬,1891,0.9883728284702311,yǎo,variant of 咬[yao3],<b>yǎo</b><br/>variant of 咬[yao3]
161,认,1890,0.9883622870635858,rèn,to recognize<br/>to know<br/>to admit,<b>rèn</b><br/>to recognize<br/>to know<br/>to admit
1849,宿舍,1887,0.9883517456569405,sùshè,dormitory<br/>dorm room<br/>living quarters<br/>hostel<br/>CL:間|间[jian1],<b>sùshè</b><br/>dormitory<br/>dorm room<br/>living quarters<br/>hostel<br/>CL:間|间[jian1]
3613,靠谱,1885,0.9883412042502951,kàopǔ,reliable<br/>reasonable<br/>probable,<b>kàopǔ</b><br/>reliable<br/>reasonable<br/>probable
1750,生气,1880,0.9883306628436499,shēngqì,to get angry<br/>to take offense<br/>angry<br/>vitality<br/>liveliness,<b>shēngqì</b><br/>to get angry<br/>to take offense<br/>angry<br/>vitality<br/>liveliness
2971,难得,1878,0.9883201214370045,nándé,seldom<br/>rare<br/>hard to come by,<b>nándé</b><br/>seldom<br/>rare<br/>hard to come by
655,不准,1873,0.9883095800303593,bùzhǔn,not to allow<br/>to forbid<br/>to prohibit,<b>bùzhǔn</b><br/>not to allow<br/>to forbid<br/>to prohibit
935,贴,1872,0.9882990386237139,tiē,to stick<br/>to paste<br/>to post (e.g. on a blog)<br/>to keep close to<br/>to fit snugly<br/>to subsidize<br/>allowance (e.g. money for food or housing)<br/>sticker<br/>classifier for sticking plaster: strip,<b>tiē</b><br/>to stick<br/>to paste<br/>to post (e.g. on a blog)<br/>to keep close to<br/>to fit snugly<br/>to subsidize<br/>allowance (e.g. money for food or housing)<br/>sticker<br/>classifier for sticking plaster: strip
3526,单身,1869,0.9882884972170687,dānshēn,unmarried<br/>single,<b>dānshēn</b><br/>unmarried<br/>single
530,烧,1866,0.9882779558104233,shāo,"to burn<br/>to cook<br/>to stew<br/>to bake<br/>to roast<br/>to heat<br/>to boil (tea, water etc)<br/>fever<br/>to run a temperature<br/>(coll.) to let things go to one's head","<b>shāo</b><br/>to burn<br/>to cook<br/>to stew<br/>to bake<br/>to roast<br/>to heat<br/>to boil (tea, water etc)<br/>fever<br/>to run a temperature<br/>(coll.) to let things go to one's head"
1680,承认,1864,0.9882674144037781,chéngrèn,"to admit<br/>to concede<br/>to recognize<br/>recognition (diplomatic, artistic etc)<br/>to acknowledge","<b>chéngrèn</b><br/>to admit<br/>to concede<br/>to recognize<br/>recognition (diplomatic, artistic etc)<br/>to acknowledge"
2867,同事,1863,0.98825160229381,tóngshì,"colleague<br/>co-worker<br/>CL:個|个[ge4],位[wei4]","<b>tóngshì</b><br/>colleague<br/>co-worker<br/>CL:個|个[ge4],位[wei4]"
5859,煮,1863,0.98825160229381,zhǔ,to cook<br/>to boil,<b>zhǔ</b><br/>to cook<br/>to boil
794,象,1859,0.9882357901838421,xiàng,elephant<br/>CL:隻|只[zhi1]<br/>shape<br/>form<br/>appearance<br/>to imitate,<b>xiàng</b><br/>elephant<br/>CL:隻|只[zhi1]<br/>shape<br/>form<br/>appearance<br/>to imitate
3500,开车,1858,0.9882252487771969,kāichē,to drive a car,<b>kāichē</b><br/>to drive a car
243,理,1857,0.9882147073705515,lǐ,texture<br/>grain (of wood)<br/>inner essence<br/>intrinsic order<br/>reason<br/>logic<br/>truth<br/>science<br/>natural science (esp. physics)<br/>to manage<br/>to pay attention to<br/>to run (affairs)<br/>to handle<br/>to put in order<br/>to tidy up,<b>lǐ</b><br/>texture<br/>grain (of wood)<br/>inner essence<br/>intrinsic order<br/>reason<br/>logic<br/>truth<br/>science<br/>natural science (esp. physics)<br/>to manage<br/>to pay attention to<br/>to run (affairs)<br/>to handle<br/>to put in order<br/>to tidy up
32,回答,1855,0.9882041659639063,húidá,to reply<br/>to answer<br/>the answer<br/>CL:個|个[ge4],<b>húidá</b><br/>to reply<br/>to answer<br/>the answer<br/>CL:個|个[ge4]
1742,早就,1854,0.9881936245572609,zǎojìu,already at an earlier time,<b>zǎojìu</b><br/>already at an earlier time
3744,别的,1852,0.9881830831506156,biéde,else<br/>other,<b>biéde</b><br/>else<br/>other
2845,工资,1851,0.9881672710406476,gōngzī,"wages<br/>pay<br/>CL:個|个[ge4],份[fen4],月[yue4]","<b>gōngzī</b><br/>wages<br/>pay<br/>CL:個|个[ge4],份[fen4],月[yue4]"
713,长大,1851,0.9881672710406476,chángdà,to grow up,<b>chángdà</b><br/>to grow up
393,差点,1844,0.9881514589306797,chàdiǎn,almost<br/>nearly,<b>chàdiǎn</b><br/>almost<br/>nearly
963,考试,1843,0.9881409175240344,kǎoshì,to take an exam<br/>exam<br/>CL:次[ci4],<b>kǎoshì</b><br/>to take an exam<br/>exam<br/>CL:次[ci4]
1231,想法,1839,0.9881303761173891,xiǎngfǎ,way of thinking<br/>opinion<br/>notion<br/>to think of a way (to do sth)<br/>CL:個|个[ge4],<b>xiǎngfǎ</b><br/>way of thinking<br/>opinion<br/>notion<br/>to think of a way (to do sth)<br/>CL:個|个[ge4]
1419,真相,1837,0.9881198347107438,zhēnxiāng,the truth about sth<br/>the actual facts,<b>zhēnxiāng</b><br/>the truth about sth<br/>the actual facts
536,嫩,1835,0.9881092933040985,nèn,old variant of 嫩[nen4]<br/>tender<br/>delicate,<b>nèn</b><br/>old variant of 嫩[nen4]<br/>tender<br/>delicate
1540,呆,1830,0.9880987518974532,dāi,foolish<br/>stupid<br/>expressionless<br/>blank<br/>to stay,<b>dāi</b><br/>foolish<br/>stupid<br/>expressionless<br/>blank<br/>to stay
